"label","Text","id"
"Anger","እኔ እርጥብ ነኝ ፣ የተናደድኩ በፍፁም ግራ የተጋባሁ  ምንም መናገር የቻልኩ ነኝ ","298"
"Surprise","ቁጣ እና ሀዘን የእርሱን አስማት እንዲቆጣጠር አደረጉት ","101"
"Surprise","ከማብቃቱ ሀዘን ጋር የተካነ","102"
"Surprise","እሱም ዓይኖቿ የሐዘን አንድ ፍንጭ አገኘ","103"
"Surprise","እዚህ ቁጭ ብዬ የሀዘን እና የተሟላ እርካታን አግኝቻለሁ ","104"
"Surprise","በእርሱ በኩል ድንገት ድንገት ተገረመ ","105"
"Surprise","ያቀረበውን ሀሳብ መቀበሉ ምንም አያስደንቅም ","106"
"Surprise","የገረመችው ያለምንም ችግር በሩን ከፈተች ","107"
"Surprise","የደሃውን ታሪክ ሲሰማ በጣም ገረመው ","108"
"Surprise","ለእሱ አስገራሚ ነገር ድመቷ ምንም ተቃውሞ አልሰጠችውም ","109"
"Surprise","በጣም የገረመችው ድም ተሰነጠቀ እና አይኖ ባልታጠበ እንባ ተቃጠሉ ","110"
"Surprise","የዱር እንስሳት ወደ ምድራችን መሄዳቸው ምንም አያስደንቅም ብዬ አስባለሁ ","111"
"Surprise","መገረም  ከዚያ ቁጣ  ውስጧን አበራ ","112"
"Surprise","ለገረመች ሰገዱና ተጓዙ ","113"
"Surprise","ከእርሷ ማዶ ከጨለመው ህዋስ ዝቅተኛ ጩኸት በመገረም ተመለከተች ","114"
"Surprise","ለራሷ በመገረም የሕይወት ኃይል እና የደስታ ተስፋ ወደ ላይ ወጥቶ እርካታን ጠየቀ ","115"
"Surprise","እነሱ ፈገግ አልነበሩም ወይም ፊት አልገፉም ፣ ወይም አንድም ፍርሃት ወይም ድንገተኛ ወይም ጉጉት ወይም ወዳጃዊነት አላሳዩም ","116"
"Surprise","እሷን በመገረም እሷን አሾለከ እና ከዛም አፋጠጠው ","117"
"Surprise","እውነተኛው አስገራሚ ነገር በወሊድ ክፍል ውስጥ መገኘቱን መጣ ","118"
"Surprise","የሚገርመው ወደ መተላለፊያው ክፍል ገባ ","119"
"Surprise","በጣም ያስገረማት ወደ ፖርታል ደወለ ","120"
"Surprise","አስገራሚ ጉብኝቶች እና ምርመራዎች ","121"
"Surprise","ለመቸኮል አእምሮ ካለዎት ልናስገርማቸው እንችላለን ","122"
"Surprise","በ 1809 በፈረንሳዮች በድንገት ተወሰደ ","123"
"Surprise","መጀመሪያ ላይ በድንገት የወሰደውን ፅንስ የማስወረድ ጥቃቱን ወደ ተሟላ ጎዳና ቀይረው ","124"
"Surprise","ወንዙ አጠገብ አንድ ሜዳ ብቻ የወረደበት ነጠላ ሻለቃ ሙሉ በሙሉ በድንገት የተያዘ ይመስላል ","125"
"Surprise","ከነዚህ ግምቶች አንጻር አንድ ጥሩ የውሃ ጀት በፍጥነት መበተኑ አያስደንቅም","126"
"Surprise","በሐዋርያት ሥራ ትረካ ውስጥ እሱን የሚያስደንቀው ብዙ ነገር አግኝቷል ","127"
"Surprise","ከዲፕሎማሲያዊ ክበብ ውጭ ብዙም ስለማይታወቅ ሹመቱ በወቅቱ ብዙ አስገራሚ ነገሮችን አስከትሏል ","128"
"Surprise","እኔ በጣም ብልህ ነኝ አንዳንዴ እራሴን አስገርማለሁ ","129"
"Surprise","በመገረም አፍጥጦ አያት ","130"
"Surprise","ድንገተኛ እንዲሆን እፈልጋለሁ ","131"
"Surprise","ግልፅ በሆነ ድንገተኛ ጉንጮቹን ከፍ አደረገ ","132"
"Surprise","እሷም በመገረም ጠየቀች ","133"
"Surprise","በጣም በመገረሙ ወደ እሱ ተጠጋች ","134"
"Surprise","የገረመችው የኮንዶሙ ማህበረሰብ እንደወጣችው ሌሊት ዝም ማለቱ ነው ","135"
"Surprise","ሴትየዋ ከሳሏ ላይ ቀና ብላ በባህሪያት ላይ አስገራሚ ነገሮች ","136"
"Surprise","እዚህ እርስዎን ማየቱ ምን ያስደንቃል ","137"
"Surprise","ብዙ ሰዎች በድንገት ሊወስዱኝ አይችሉም ፣ ግን አብረን በምንሆንበት ጊዜ ሁሉ ያስተዳድሩሃል ","138"
"Surprise","ሚሳኤሎችን መትረፉ በመገረም የተደነቀች ጩኸት ለማለት ተቃረበች ","139"
"Surprise","በመገረም ቀና ብላ ተመለከተችው ","140"
"Surprise","እሷ በአስቂኝ ድንገት ቀና ብላ አየችው ","141"
"Surprise","ተስፋ እናደርጋለን ምንም ትንሽ አስገራሚ የሱፍ እና የአጥንት ክምር አይኖርም ","142"
"Surprise","እኔ ለእናንተ አንድ አስገራሚ ነገር አለኝ ","143"
"Surprise","ከዚያ በኋላ ሽማግሌ ክረምት ለእነሱ አስገራሚ ነገር ነበራቸው ","144"
"Surprise","ያ ምንም አያስደንቅም ነበር ","145"
"Surprise","በጋጣ ውስጥ ለእርስዎ አንድ አስገራሚ ነገር አለኝ ","146"
"Surprise","እሱ በድንገት ያዛት እና በጨረፍታ አየችው ","147"
"Surprise","አገላለፁን የመረበሽ እና የመገረም ድብልቅ አደረገ ","148"
"Surprise","ስለ ጉዲፈቻ ወደ እርሷ ሲቀርብ ምንም አያስገርምም ","149"
"Surprise","አዕምሮዋ በጣም ካልተበተነ እሷ የጠበቀችውን አስገራሚ ነገር አለመግለጹ ያልተለመደ ይመስላታል","150"
"Surprise","እሱ አንድ እርምጃ ወደኋላ ወሰደ እና ከዚያ በኋላ በዝምታ በመደነቅ እሷን ተመለከተ ","151"
"Surprise","ብዙ ሰዎች በድንገት ሊወስዱኝ አይችሉም ግን አብረን በምንሆንበት ጊዜ ሁሉ ያስተዳድሩሃል ","152"
"Surprise","በግርምት ልታለቅስ ወደቀች ለመሄድ ዞረች ","153"
"Surprise","የእሱ መፋቂያዎች በድንገት ተነሱ ","154"
"Surprise","በግርምት ዐይን ዐይን ዐይን ቀባ ","155"
"Surprise","መደነቅ ፊቷን አቋርጧል ","156"
"Surprise","እሷን በመገረም ሳቀች ","157"
"Surprise","ጥሬ ጥበቃ ያልተደረገበት የፍላጎትና የተደባለቀ ድብልቅ ጉንጮh እንዲታጠቡ እና ሰውነቷ ከሱ በታች እንዲሰጡ አደረጋት ","158"
"Surprise","እሷም በመገረም አፈጠጠችው ","159"
"Surprise","የምርጫው ውጤት ለአብዛኛው ህብረተሰብ ፍጹም አስገራሚ ሆኗል ","160"
"Surprise","አህጉራዊ የቁርስ ቡፌ ጥሩ አስገራሚ ነበር - በጣም ጥሩ ","161"
"Surprise","የትዕይንት መጨረሻ እውነተኛ አስገራሚ ነገር ነው","162"
"Surprise","ብቸኛዋ  በሚያስደንቅ የድምፅ ብቸኛ ከእሷ ","163"
"Surprise","ተጠሪዎች በሞቱ ላይ ያሳሰቧቸውን ስጋቶች ለሞት አድራጊው ባለማሳወቁ መደነቃቸውን ገልጸዋል ","164"
"Surprise","ድንገተኛ ለማሳካት በጥልቀት ወደ ጠላት ክልል ","165"
"Surprise","ውስብስብ ስርዓቶችን በተመለከተ በተግባራዊ ሁኔታ የተለዩ ንዑስ ስርዓቶች መኖራቸው አያስደንቅም ","166"
"Surprise","ለአርታኢው የተሰጠው አንድ ትንሽ ዱድ ማሰብ አልችልም ትንሽ የሚያስደንቅ ነው ","167"
"Surprise","ነፋሱ ነፋሱ በሁሉም ሰው ሩጫ ላይ አስገራሚ ነገርን አክሏል ","168"
"Surprise","ፕሬዚዳንቱን እንኳን አስገርሟል ","169"
"Surprise","እኔ ብቻ ሳልሆን ሁሉም ሰው በድንገት ","170"
"Surprise","የትውልድ ከተማው ልጅ ባልተጠበቀ ሁኔታ ውስጥ ነበር ","171"
"Surprise","የእሱ ትንሽ አስገራሚ ድንገተኛ እግረኛ ሰው ሆነ ","172"
"Surprise","እንዲህ ያለ አነስተኛ መጠን ያለው ተላላፊ በሽታ መያዙ አጠቃላይ አስገራሚ እና ጭንቀት ነበር ","173"
"Surprise","የሴቲቱ ጭንቅላት እሷን ለመመልከት ክብ ተንቀጠቀጠች  በተደመሰሰው ፊቷ ላይ በመመዝገብ በድንገት ተመዘገበች ","174"
"Surprise","ያንን የትንሽ እሾሃፍ ሃይን ሃይን ሲረዳ ማየትም አያስደንቅም ","175"
"Surprise","ሁሉም ልጆች በአንድ አስማተኛ የተዝናኑ ሲሆን አባት የገና ስጦታዎችን ለማበርከት አስገራሚ የእንግዳ እንግዳ አደረጉ ","176"
"Surprise","ለመዝጊያ ዘፈን ጥሩ አስገራሚ ነገር ለሁለተኛ አጋማሽ ያድናል ","177"
"Surprise","የመኪና ኢንሹራንስ ያለ ምንም ችግር ሽፋን አስገራሚ አስተያየት ","178"
"Surprise","መንደሩም እንዲሁ በብቸኝነት ኮረብታ ስር ተደብቆ ያልተለመደ የአትክልት ስፍራ በአትክልቶች የተከበበ ነው ","179"
"Surprise","ምንባቡ በጣም አስገርሞናል መተላለፊያው አሁን ለመዳሰስ ወደ ተዘጋጀነው ዋናው መንገድ ከፍ ያለ ደረቅ የበሬ ቀስት ሠራ ","180"
"Surprise","ወደ ካፒታል ድንገተኛ ጉዞ ጥቂት ላባዎችን ሸፍኗል ","181"
"Surprise","ጨዋታው መቧጠጥ ጀመረ ይህ ምንም አያስደንቅም ነበር ","182"
"Surprise","እሱ ጮክ ብሎ በመገረም ","183"
"Surprise","አንድ አስገራሚ ነገር","184"
"Surprise","ድንገተኛውን ያበላሸዋል ","185"
"Surprise","ወደ ድሮው ክምችት ሲመለስ ድንገተኛ ነገር ይጠብቀዋል ","186"
"Surprise","አስገራሚ ትዕይንቶች","187"
"Surprise","አስገራሚ እንግዶች","188"
"Surprise","ያልተጠበቀ ድንገተኛ","189"
"Surprise","ሴትዮዋን በጣም በመገረም አለቀሰች ","190"
"Surprise","በእንደዚህ ዓይነት አስገራሚ አትመልከት ","191"
"Surprise","በፀጥታ እንሂድ እና በድንገት እንውሰዳት ","192"
"Surprise","ወንድሟን በመገረም ተመለከተች ","193"
"Surprise","ዓይናፋር በሆነ ድንገተኛ ሁኔታ አየናት ","194"
"Surprise","በመገረም ተመለከተው ","195"
"Surprise","በተሳካ ሁኔታ እንደተስተካከለ አስገራሚ ነበር","196"
"Surprise","ለሁሉም የአገሬ ሰው ሲገርመው እርሱ ሙሉ የአገሬው ሰው አለባበስ ታየ ","197"
"Surprise","እኔ እንደማስበው ይህ ለብዙ ሰዎች ደስ የማይል አስገራሚ ነገር ነው ","198"
"Surprise","ብዙ ሰዎች የኖክ ኢሬተር የት እንደሚገዙ ማሰቡ አያስገርምም ","199"
